gene_id	B100	B110	B175	B200	B210	B275	B300	B310	B375
MSTRG.11650	0	21	98	0	112	99	0	45	876
MSTRG.11651	127	2	2618	35	30	1932	14	4	20251
MSTRG.11652	16378	330	29	21323	316	140	6492	291	104
MSTRG.11653	483	1524	445	252	2230	380	130	1461	400
MSTRG.11654	844	407	6	827	286	27	495	101	8
MSTRG.11655	5088	276	26	4214	205	111	3643	262	8
MSTRG.11656	2444	384	63	3867	510	38	2496	307	2
MSTRG.11657	0	15472	876	0	14778	980	0	10959	701
MSTRG.11658	446	1708	178	346	1248	424	342	1549	270
MSTRG.11659	613	536	13	484	1417	264	327	1159	0
MSTRG.1166	5071	1008	1288	4202	1202	766	2796	2311	687
MSTRG.11660	1456	6351	0	1364	1614	24	713	8599	0
MSTRG.11661	923	3410	306	505	5341	386	580	3355	253
MSTRG.11662	549	11789	34	314	2997	124	495	1649	136
MSTRG.11663	10211	2631	11	3908	2062	86	2768	2208	55
MSTRG.11664	2027	623	6	2223	228	4	1013	349	65
MSTRG.11665	6820	0	536	7957	46	367	2845	0	375
MSTRG.11666	9661	1644	1062	6591	3283	584	5677	2805	1582
MSTRG.11667	179	4230	820	46	7757	472	116	5258	776
MSTRG.11668	582	9106	162	2366	3378	282	110	10912	265
MSTRG.11669	3	491	143	3	523	79	52	371	288
MSTRG.1167	2071	192	208	14170	87	523	758	234	269
MSTRG.11670	5838	514	42	6694	361	29	1587	555	34
MSTRG.11671	4610	3217	6141	4678	1922	7374	1055	2118	4398
MSTRG.11672	13598	357	708	13958	2242	4488	3591	1688	2084
MSTRG.11673	5526	3630	2333	5450	2900	2454	1419	4936	1453
MSTRG.11674	7000	809	436	6572	4986	787	1758	457	503
MSTRG.11675	4738	3547	1723	4706	9654	2400	1200	2152	1493
MSTRG.11676	934	19	449	619	91	690	481	46	239
MSTRG.11677	704	809	92	952	2737	0	466	383	53
MSTRG.11678	133	3649	72	170	4072	130	71	3238	188
MSTRG.11679	510	684	1114	532	544	458	387	600	687
MSTRG.1168	463	397	184	1076	469	253	367	239	183
MSTRG.11680	3464	12598	971	3903	862	6891	2378	10593	1137
MSTRG.11681	274	12541	89	488	3231	3197	189	10258	152
MSTRG.11682	456	47	598	1182	101	376	250	304	279
MSTRG.11683	1972	109	202	509	0	340	1253	77	198
MSTRG.11684	18	67	0	0	9	0	12	103	0
MSTRG.11685	1461	362	1593	2322	476	2544	1453	841	986
MSTRG.11686	4	428	58	22	279	91	0	399	92
MSTRG.11687	660	1077	649	637	1242	428	581	696	193
MSTRG.11688	2659	2018	70	1629	2169	54	1389	2757	212
MSTRG.11689	174	664	114	45	2266	54	97	702	105
MSTRG.1169	43	316	2707	545	619	2516	121	418	4702
MSTRG.11690	443	999	0	102	1377	0	520	1011	0
MSTRG.11691	1584	1	762	1217	1	1261	1194	1	665
MSTRG.11692	961	762	22	200	1035	16	811	579	28
MSTRG.11693	1396	1030	4615	1063	380	8565	1413	1144	4738
MSTRG.11694	1833	749	5315	578	131	10235	3541	665	3193
MSTRG.11695	929	242	886	1117	931	878	824	330	644
MSTRG.11696	17016	1971	22861	17590	2111	41588	4606	1711	21648
MSTRG.11697	3689	4992	2334	3785	3880	10781	903	5827	2031
MSTRG.11698	0	484	3821	0	320	6278	0	985	2749
MSTRG.11699	835	284	41	1296	236	131	307	550	183
MSTRG.117	107	55	105	194	125	96	23	0	26
MSTRG.1170	163	514	982	126	1265	1583	93	759	6221
MSTRG.11700	4802	30	0	2824	19	57	2587	57	75
MSTRG.11701	1000	76	4877	1031	135	5623	893	31	4160
MSTRG.11702	6368	2131	8371	3801	2267	9930	4265	2023	6977
MSTRG.11703	220	163	1162	184	68	1062	161	144	167
MSTRG.11704	0	0	149	0	0	117	0	0	158
MSTRG.11705	4307	347	3	5789	334	53	3540	307	10
MSTRG.11706	4465	183	5	3095	193	74	3112	148	10
MSTRG.11707	1877	1222	60	1109	420	46	1413	75	77
MSTRG.11708	6	83	1	4	47	0	3	39	1
MSTRG.11709	3313	360	287	2040	473	877	967	517	146
MSTRG.1171	135	311	2415	38	41	3074	67	545	1919
MSTRG.11710	5260	249	10	2718	78	86	2567	228	4
MSTRG.11711	0	190	21016	0	98	25234	0	222	27957
MSTRG.11712	242	1194	2531	139	856	1776	75	1373	19279
MSTRG.11713	334	10577	2279	427	6996	1438	269	2356	15859
MSTRG.11714	66	1475	13654	3	1125	24199	12	722	11169
MSTRG.11715	0	430	1151	48	205	797	0	83	8566
MSTRG.11716	921	8	43	793	171	5	634	6	26
MSTRG.11717	3273	9326	73	3189	5738	580	1806	1929	119
MSTRG.11718	349	10558	25	496	6893	3	156	8052	7
MSTRG.11719	3014	1240	68	2299	2236	125	1328	1441	266
MSTRG.1172	1850	125	0	867	164	0	2494	266	74
MSTRG.11720	3538	4054	45	2626	1802	50	3043	2141	203
MSTRG.11721	0	0	85	6	0	27	1	0	791
MSTRG.11722	421	448	1698	63	1034	1184	10	496	12905
MSTRG.11723	794	0	1252	664	0	876	511	0	9659
MSTRG.11724	42	2050	131	56	1355	91	5	2384	1940
MSTRG.11725	149	3872	47	104	2263	35	51	2981	128
MSTRG.11726	1349	112	1	463	79	1	788	201	2
MSTRG.11727	1058	357	968	670	1350	254	359	494	1239
MSTRG.11728	137	254	1	175	470	1	108	144	1
MSTRG.11729	937	0	43	288	0	0	304	0	0
MSTRG.1173	1432	1371	1481	187	290	2349	79	948	1365
MSTRG.11730	1869	9	1	2217	126	6	1116	167	39
MSTRG.11731	0	307	103	0	867	4	0	273	1
MSTRG.11732	0	8	96	0	26	32	0	73	134
MSTRG.11733	400	539	7	29	181	80	190	370	58
MSTRG.11734	1035	3113	31351	1939	2836	33996	1274	1926	23492
MSTRG.11735	0	3922	2577	214	2267	3345	176	1750	2581
MSTRG.11736	11883	1477	1027	12115	430	1166	3218	3707	1046
MSTRG.11737	1750	820	6320	1708	424	3389	447	478	2429
MSTRG.11738	3227	646	2225	3117	286	7510	897	527	2176
MSTRG.11739	31	493	212	7	454	182	0	541	703
MSTRG.1174	982	198	55	666	526	33	685	358	130
MSTRG.11740	1215	3260	15019	1149	1458	19568	499	2802	12725
MSTRG.11741	0	561	2	0	931	48	0	1105	32
MSTRG.11742	0	377	217	0	637	239	0	411	240
MSTRG.11743	3094	527	44	2246	448	27	1669	428	193
MSTRG.11744	0	0	110	0	0	135	0	0	166
MSTRG.11745	210	165	658	1899	46	205	45	184	366
MSTRG.11746	68	10519	102	211	6924	2021	17	2283	32
MSTRG.11747	1154	761	283	783	514	313	1336	601	440
MSTRG.11748	175	694	118	240	719	141	284	681	0
MSTRG.11749	5320	175	1	2658	244	1	2921	311	1
MSTRG.1175	530	391	212	665	524	155	754	522	414
MSTRG.11750	2136	0	196	811	0	91	2032	0	252
MSTRG.11751	97	659	695	40	269	423	171	374	825
MSTRG.11752	1367	910	8	1180	731	10	739	940	68
MSTRG.11753	1410	195	8043	739	185	16443	991	143	9381
MSTRG.11754	3372	328	7008	1241	348	6897	36	260	6160
MSTRG.11755	582	169	4	319	62	7	254	126	14
MSTRG.11756	9322	1020	37	3954	1720	54	8405	2465	119
MSTRG.11757	6186	331	199	4574	81	307	3396	123	253
MSTRG.11758	978	0	6	1337	0	22	411	0	0
MSTRG.11759	417	0	1	404	0	1	160	0	1
MSTRG.1176	13961	3759	166	18933	2420	111	11027	4369	111
MSTRG.11760	33	382	283	4	169	279	0	50	399
MSTRG.11761	2094	57	0	1860	109	21	1023	75	0
MSTRG.11762	295	1093	1	131	675	1	93	583	1
MSTRG.11763	3078	1150	13	2782	496	1	2146	522	8
MSTRG.11764	760	3382	55	785	1241	0	940	591	0
MSTRG.11765	1787	900	185	724	898	726	611	1543	517
MSTRG.11766	3025	2308	9	1741	589	6	2323	988	14
MSTRG.11767	519	6853	32	675	567	19	414	4209	39
MSTRG.11768	1579	2876	53	2458	2368	143	1071	2440	780
MSTRG.11769	931	103	3	777	113	0	527	85	0
MSTRG.1177	79	34	131	10	37	830	10	31	195
MSTRG.11770	1186	799	110	765	320	268	2214	1137	307
MSTRG.11771	1003	0	14134	831	0	14450	352	0	9599
MSTRG.11772	42	22358	9855	84	22546	13112	56	16576	7588
MSTRG.11773	0	562	4	800	211	1	2	610	5
MSTRG.11774	669	1665	2	273	4190	2	645	2136	1
MSTRG.11775	504	2	1	459	33	1	327	19	1
MSTRG.11776	86	14772	1	31	12392	1	84	16639	1
MSTRG.11777	7086	1350	1	3567	449	1	12626	527	1
MSTRG.11778	874	419	255	197	625	68	394	400	131
MSTRG.11779	202	212	1	0	397	1	184	186	2
MSTRG.1178	2	4727	592	93	2321	1902	52	7948	788
MSTRG.11780	1396	2045	76	1347	2044	65	1541	3022	153
MSTRG.11781	8631	2965	0	4900	2271	16	6736	5641	31
MSTRG.11782	3434	329	1	2239	87	2	2382	2236	1
MSTRG.11783	1777	680	16	942	1350	8	1159	676	37
MSTRG.11784	2728	2222	0	2068	1129	1	505	2070	1
MSTRG.11785	257	837	0	93	3418	0	98	637	0
MSTRG.11786	1702	173	0	2792	55	0	489	151	0
MSTRG.11787	178	278	0	62	302	0	112	246	0
MSTRG.11788	14705	6678	0	12630	4732	0	793	5692	0
MSTRG.11789	2692	123	0	1913	174	0	777	142	0
MSTRG.1179	2	2977	73	54	1027	40	0	2896	111
MSTRG.11790	1073	1	0	556	0	0	636	16	0
MSTRG.11791	264	288	0	891	286	0	67	468	0
MSTRG.11792	507	2	0	615	10	0	289	2	0
MSTRG.11793	316	1030	0	309	548	0	175	843	0
MSTRG.11794	227	1459	0	380	1432	0	144	1704	0
MSTRG.11795	112	27	0	66	438	0	1	76	0
MSTRG.11796	1697	18399	0	612	14850	0	705	15439	0
MSTRG.11797	258	1358	0	47	942	0	108	1316	0
MSTRG.11798	117	100	0	733	111	0	16	124	0
MSTRG.11799	701	203	0	250	102	0	554	90	0
MSTRG.118	137	120	0	44	78	0	256	0	0
MSTRG.1180	9	0	74	133	0	39	0	44	100
MSTRG.11800	145	244	0	105	123	0	153	563	0
MSTRG.11801	706	4436	0	580	5313	0	467	1547	0
MSTRG.11802	14242	2398	0	11877	3991	0	20288	3313	0
MSTRG.11803	1135	317	0	735	82	0	877	653	0
MSTRG.11804	3	98	0	14	111	0	2	9	0
MSTRG.11805	721	1999	0	528	349	0	456	3244	0
MSTRG.11806	630	23	0	907	456	0	355	236	0
MSTRG.11807	19	125	0	67	54	0	11	159	0
MSTRG.11808	219	1022	0	553	215	0	125	770	0
MSTRG.11809	5126	17	0	1552	230	0	3326	9	0
MSTRG.1181	5003	71	3119	2944	0	2817	3045	8	2141
MSTRG.11810	5254	11023	0	2621	17819	0	5265	12894	0
MSTRG.11811	645	30	0	139	6	0	366	21	0
MSTRG.11812	77	662	0	128	509	0	19	894	0
MSTRG.11813	454	2191	0	299	3937	0	278	2255	0
MSTRG.11814	135	3797	0	0	3968	0	0	4909	0
MSTRG.11815	385	8535	0	295	10470	0	414	9373	0
MSTRG.11816	151	351	0	498	366	0	163	320	0
MSTRG.11817	5316	1777	0	1816	1318	0	4064	1921	0
MSTRG.11818	1	667	0	12	851	0	4	2458	0
MSTRG.11819	2056	1613	0	2483	755	0	1895	2863	0
MSTRG.1182	481	1950	24	475	3257	3	334	2002	41
MSTRG.11820	5527	3530	0	9365	2845	0	2730	4192	0
MSTRG.11821	0	193	0	0	20	0	0	110	0
MSTRG.11822	1784	4732	0	1115	2308	0	1071	4927	0
MSTRG.11823	0	1	0	0	1	0	0	1	0
MSTRG.11824	203	4	0	317	1	0	939	25	0
MSTRG.11825	702	2318	0	405	2478	0	318	2318	0
MSTRG.11826	5244	52	0	3540	152	0	4940	70	0
MSTRG.11827	688	637	0	720	325	0	519	42	0
MSTRG.11828	865	34	0	761	343	0	610	21	0
MSTRG.11829	4349	7	0	4852	232	0	2776	4	0
MSTRG.1183	4548	324	161	2976	189	243	2805	347	250
MSTRG.11830	8827	467	0	6160	403	0	5731	89	0
MSTRG.11831	1433	9472	0	1323	6165	0	1036	2012	0
MSTRG.11832	3267	690	0	5102	813	0	925	549	0
MSTRG.11833	211	0	0	295	31	0	209	19	0
MSTRG.11834	71	0	0	94	50	0	56	0	0
MSTRG.11835	97	14	0	108	75	0	15	6	0
MSTRG.11836	3	12	0	20	2	0	0	20	0
MSTRG.11837	1951	102	0	1857	137	0	1134	267	0
MSTRG.11838	610	47	0	386	72	0	344	57	0
MSTRG.11839	440	142	0	350	70	0	228	21	0
MSTRG.1184	3	311	3676	6	223	7260	1	918	3169
MSTRG.11840	83	3	0	0	21	0	35	40	0
MSTRG.11841	503	0	0	269	0	0	403	0	0
MSTRG.11842	228	528	0	116	436	0	196	255	0
MSTRG.11843	451	300	0	192	439	0	18	289	0
MSTRG.11844	204	207	0	81	189	0	160	319	0
MSTRG.11845	169	212	0	22	263	0	163	380	0
MSTRG.11846	1695	4	0	997	1063	0	1240	2	0
MSTRG.11847	263	0	0	487	138	0	67	0	0
MSTRG.11848	3344	1364	0	1840	406	0	2138	1374	0
MSTRG.11849	326	965	0	203	584	0	85	1130	0
MSTRG.1185	783	204	34	394	215	180	218	270	189
MSTRG.11850	316	405	0	138	362	0	584	1283	0
MSTRG.11851	382	103	0	442	211	0	200	189	0
MSTRG.11852	12081	2024	0	10172	2845	0	7406	3515	0
MSTRG.11853	208	320	0	134	155	0	205	592	0
MSTRG.11854	1218	180	0	1091	137	0	577	346	0
MSTRG.11855	773	53	0	1413	52	0	664	45	0
MSTRG.11856	5252	6147	0	2161	5760	0	3072	5839	0
MSTRG.11857	3905	891	0	4506	5011	0	2314	2728	0
MSTRG.11858	9236	1826	0	3579	847	0	618	2018	0
MSTRG.11859	1949	592	0	1402	177	0	1385	435	0
MSTRG.1186	1221	409	162	649	524	67	468	503	85
MSTRG.11860	1817	486	0	1334	708	0	372	363	0
MSTRG.11861	2343	0	0	3180	0	0	2657	0	0
MSTRG.11862	4242	1719	0	6378	3431	0	2456	1424	0
MSTRG.11863	1156	9	0	1353	3	0	687	24	0
MSTRG.11864	4157	72	0	626	112	0	1562	81	0
MSTRG.11865	966	737	0	965	479	0	317	325	0
MSTRG.11866	477	105	0	345	64	0	377	184	0
MSTRG.11867	140	143	0	3	126	0	4	134	0
MSTRG.11868	4131	4	0	4172	34	0	2354	12	0
MSTRG.11869	4222	87	0	3063	228	0	3058	281	0
MSTRG.1187	466	1070	95	431	1785	116	281	1421	68
MSTRG.11870	7824	1294	0	2748	173	0	3925	1044	0
MSTRG.11871	30	941	0	0	3341	0	0	1984	0
MSTRG.11872	490	189	0	2937	4352	0	262	168	0
MSTRG.11873	1925	32	0	12166	515	0	790	83	0
MSTRG.11874	31	806	0	45	701	0	38	930	0
MSTRG.11875	35	26	0	324	111	0	14	17	0
MSTRG.11876	753	4248	0	2094	7775	0	265	5076	0
MSTRG.11877	4947	6154	0	2799	4367	0	3168	5686	0
MSTRG.11878	8614	942	0	2402	561	0	4167	1081	0
MSTRG.11879	13726	29844	0	5460	42841	0	10159	30576	0
MSTRG.1188	243	114	2479	319	22	2409	91	321	797
MSTRG.11880	61	2910	0	134	5160	0	536	1575	0
MSTRG.11881	195	4865	0	0	4185	0	44	4348	0
MSTRG.11882	29	55	0	14	204	0	53	292	0
MSTRG.11883	24	0	0	36	5	0	44	6	0
MSTRG.11884	403	3630	0	475	2940	0	374	2823	0
MSTRG.11885	318	3049	0	198	3237	0	166	2408	0
MSTRG.11886	5	56	0	10	55	0	49	22	0
MSTRG.11887	13	183	0	14	126	0	103	107	0
MSTRG.11888	30	333	0	44	24	0	84	245	0
MSTRG.11889	1291	93	0	1079	17	0	820	74	0
MSTRG.1189	1314	54	330	552	91	152	2313	138	433
MSTRG.11890	2366	32393	0	2150	36601	0	1750	35898	0
MSTRG.11891	1937	6627	0	2178	89584	0	1061	6213	0
MSTRG.11892	1282	128	0	1213	64	0	711	131	0
MSTRG.11893	29	2	0	27	1	0	5	7	0
MSTRG.11894	784	0	0	551	54	0	461	0	0
MSTRG.11895	352	11	0	218	38	0	262	91	0
MSTRG.11896	702	93	0	713	131	0	193	246	0
MSTRG.11897	366	0	0	415	0	0	26	1	0
MSTRG.11898	466	17292	0	571	18112	0	201	8886	0
MSTRG.11899	454	13324	0	452	10600	0	332	11202	0
MSTRG.119	919	338	85	468	136	103	282	295	44
MSTRG.1190	3792	3141	8535	2169	2163	7493	1654	2907	12067
MSTRG.11900	493	1	0	506	1	0	324	1	0
MSTRG.11901	0	3	0	0	2	0	0	4	0
MSTRG.11902	21684	1	0	22175	1	0	5849	1	0
MSTRG.11903	3004	99	0	3265	114	0	980	84	0
MSTRG.11904	767	1	0	845	1	0	193	1	0
MSTRG.11905	4	1	0	146	0	0	0	1	0
MSTRG.11906	3884	0	0	3859	1	0	972	0	0
MSTRG.11907	15311	57	0	14696	84	0	3818	156	0
MSTRG.11908	18	4	0	0	20	0	25	16	0
MSTRG.11909	13865	0	0	11607	1	0	7638	1	0
MSTRG.1191	105	196	428	274	346	887	43	226	967
MSTRG.11910	5283	9472	0	3074	17057	0	1167	10903	0
MSTRG.11911	619	8835	0	263	7168	0	122	8108	0
MSTRG.11912	0	0	0	0	30	0	0	3	0
MSTRG.11913	0	73	0	0	241	0	0	87	0
MSTRG.11914	0	465	0	0	2169	0	0	497	0
MSTRG.11915	41	290	0	115	246	0	108	376	0
MSTRG.11916	87	1	0	194	167	0	10	2	0
MSTRG.11917	3267	7	0	2165	24	0	2822	18	0
MSTRG.11918	5004	84	0	2468	0	0	3490	1	0
MSTRG.11919	664	198	0	396	1168	0	494	712	0
MSTRG.1192	2148	30	22	19742	27	9	447	27	21
MSTRG.11920	154	16	0	56	10	0	11	6	0
MSTRG.11921	963	49	0	1336	90	0	607	736	0
MSTRG.11922	79	5	0	48	1	0	112	0	0
MSTRG.11923	0	252	0	0	389	0	0	526	0
MSTRG.11924	232	0	0	369	0	0	310	0	0
MSTRG.11925	5986	0	0	3211	0	0	1899	0	0
MSTRG.11926	5847	0	0	3149	0	0	2432	0	0
MSTRG.11927	959	0	0	100	0	0	2955	0	0
MSTRG.11928	489	0	0	507	0	0	242	0	0
MSTRG.11929	226	0	0	195	0	0	44	0	0
MSTRG.1193	27	4733	96	106	4970	104	19	4271	77
MSTRG.11930	445	0	0	306	0	0	418	0	0
MSTRG.11931	39	0	0	3	0	0	9	0	0
MSTRG.11932	3362	0	0	2016	0	0	3398	0	0
MSTRG.11933	2001	0	0	2136	0	0	1694	0	0
MSTRG.11934	486	0	0	308	0	0	226	0	0
MSTRG.11935	344	0	0	111	0	0	258	0	0
MSTRG.11936	0	0	0	0	0	0	0	0	0
MSTRG.11937	21311	0	0	21797	0	0	5804	0	0
MSTRG.11938	874	0	0	1310	0	0	719	0	0
MSTRG.11939	1802	0	0	785	0	0	980	0	0
MSTRG.1194	614	136	133	375	245	364	323	167	589
MSTRG.11940	206	0	0	346	0	0	427	0	0
MSTRG.11941	0	0	0	0	0	0	0	0	0
MSTRG.11942	194	0	0	239	0	0	286	0	0
MSTRG.11943	835	0	0	716	0	0	697	0	0
MSTRG.11944	107	0	0	145	0	0	97	0	0
MSTRG.11945	817	0	0	638	0	0	535	0	0
MSTRG.11946	1236	0	0	1698	0	0	1857	0	0
MSTRG.11947	344	0	0	43	0	0	71	0	0
MSTRG.11948	0	0	0	0	0	0	0	0	0
MSTRG.11949	292	0	0	87	0	0	52	0	0
MSTRG.1195	939	214	18736	1467	302	12959	1194	51	17550
MSTRG.11950	643	0	0	667	0	0	173	0	0
MSTRG.11951	83	0	0	81	0	0	73	0	0
MSTRG.11952	758	0	0	689	0	0	291	0	0
MSTRG.11953	1425	0	0	548	0	0	539	0	0
MSTRG.11954	3208	0	0	1863	0	0	287	0	0
MSTRG.11955	1218	0	0	1105	0	0	1296	0	0
MSTRG.11956	2101	0	0	810	0	0	504	0	0
MSTRG.11957	3557	0	0	2700	0	0	74	0	0
MSTRG.11958	4983	0	0	2852	0	0	2340	0	0
MSTRG.11959	85	0	0	33	0	0	16	0	0
MSTRG.1196	1276	75	15	1452	99	39	1261	80	308
MSTRG.11960	0	0	0	0	0	0	0	0	0
MSTRG.11961	20162	0	0	18574	0	0	10440	0	0
MSTRG.11962	7594	0	0	11910	0	0	3339	0	0
MSTRG.11963	13	0	0	25	0	0	4	0	0
MSTRG.11964	182	0	0	105	0	0	155	0	0
MSTRG.11965	297	0	0	158	0	0	413	0	0
MSTRG.11966	11055	0	0	5632	0	0	8027	0	0
MSTRG.11967	92	0	0	112	0	0	36	0	0
MSTRG.11968	2868	0	0	2433	0	0	2132	0	0
MSTRG.11969	52	0	0	138	0	0	35	0	0
MSTRG.1197	1050	2890	740	627	1591	699	1587	1139	664
MSTRG.11970	618	0	0	334	0	0	98	0	0
MSTRG.11971	9	0	0	37	0	0	4	0	0
MSTRG.11972	246	0	0	398	0	0	62	0	0
MSTRG.11973	1028	0	0	946	0	0	220	0	0
MSTRG.11974	19302	0	0	19574	0	0	5223	0	0
MSTRG.11975	46	0	0	176	0	0	109	0	0
MSTRG.11976	464	0	0	1002	0	0	331	0	0
MSTRG.11977	9	0	0	32	0	0	10	0	0
MSTRG.11978	376	0	0	531	0	0	210	0	0
MSTRG.11979	959	0	0	733	0	0	144	0	0
MSTRG.1198	777	447	160	15919	276	78	192	700	316
MSTRG.11980	320	0	0	318	0	0	328	0	0
MSTRG.11981	665	0	0	302	0	0	234	0	0
MSTRG.11982	68	0	0	102	0	0	314	0	0
MSTRG.11983	451	0	0	104	0	0	177	0	0
MSTRG.11984	244	0	0	55	0	0	156	0	0
MSTRG.11985	167	0	0	88	0	0	30	0	0
MSTRG.11986	8	0	0	12	0	0	77	0	0
MSTRG.11987	299	0	0	291	0	0	199	0	0
MSTRG.11988	1057	0	0	305	0	0	543	0	0
MSTRG.11989	1016	0	0	654	0	0	930	0	0
MSTRG.1199	2164	10845	5	2528	5881	37	1545	13036	5
MSTRG.11990	811	0	0	488	0	0	3164	0	0
MSTRG.11991	201	0	0	131	0	0	232	0	0
MSTRG.11992	7	0	0	7	0	0	9	0	0
MSTRG.11993	7246	0	0	5784	0	0	3811	0	0
MSTRG.11994	566	0	0	4812	0	0	1613	0	0
MSTRG.11995	1190	0	0	1106	0	0	571	0	0
MSTRG.11996	195	0	0	356	0	0	119	0	0
MSTRG.11997	2219	0	0	2741	0	0	1031	0	0
MSTRG.11998	85	0	0	8	0	0	23	0	0
MSTRG.11999	420	0	0	142	0	0	151	0	0
MSTRG.12	58	28	562	8	10	521	24	14	431
MSTRG.120	171	4669	140	244	2922	173	140	3502	778
MSTRG.1200	14	888	1	113	2034	110	6	2288	15
MSTRG.12000	18912	0	0	25391	0	0	15069	0	0
MSTRG.12001	596	0	0	471	0	0	298	0	0
MSTRG.12002	2330	0	0	3644	0	0	1610	0	0
MSTRG.12003	14	0	0	35	0	0	15	0	0
MSTRG.12004	18	0	0	24	0	0	23	0	0
MSTRG.12005	16566	0	0	13814	0	0	11438	0	0
MSTRG.12006	899	0	0	364	0	0	275	0	0
MSTRG.12007	449	0	0	645	0	0	286	0	0
MSTRG.12008	277	0	0	334	0	0	121	0	0
MSTRG.12009	3067	0	0	2284	0	0	2923	0	0
MSTRG.1201	3920	2	36	4036	3	112	3753	22	32
MSTRG.12010	3623	0	0	2802	0	0	5440	0	0
MSTRG.12011	1543	0	0	203	0	0	6737	0	0
MSTRG.12012	792	0	0	1002	0	0	682	0	0
MSTRG.12013	2093	0	0	810	0	0	1053	0	0
MSTRG.12014	1054	0	0	2980	0	0	784	0	0
MSTRG.12015	8421	0	0	7738	0	0	3067	0	0
MSTRG.12016	352	0	0	339	0	0	291	0	0
MSTRG.12017	454	0	0	197	0	0	135	0	0
MSTRG.12018	15	0	0	6	0	0	11	0	0
MSTRG.12019	381	0	0	388	0	0	343	0	0
MSTRG.1202	2917	10	5	1315	85	17	2678	1	4
MSTRG.12020	1506	0	0	611	0	0	1031	0	0
MSTRG.12021	873	0	0	1240	0	0	690	0	0
MSTRG.12022	13	0	0	47	0	0	98	0	0
MSTRG.12023	59	0	0	179	0	0	69	0	0
MSTRG.12024	16211	0	0	14406	0	0	6756	0	0
MSTRG.12025	2767	0	0	1865	0	0	2052	0	0
MSTRG.12026	128	0	0	77	0	0	159	0	0
MSTRG.12027	636	0	0	318	0	0	741	0	0
MSTRG.12028	297	0	0	636	0	0	200	0	0
MSTRG.12029	4283	0	0	4613	0	0	1083	0	0
MSTRG.1203	957	20349	2018	1209	13139	2039	846	16113	2187
MSTRG.12030	2568	0	0	3169	0	0	2136	0	0
MSTRG.12031	429	0	0	163	0	0	639	0	0
MSTRG.12032	136	0	0	97	0	0	32	0	0
MSTRG.12033	1717	0	0	461	0	0	550	0	0
MSTRG.12034	3	0	0	290	0	0	84	0	0
MSTRG.12035	223	0	0	157	0	0	104	0	0
MSTRG.12036	538	0	0	552	0	0	480	0	0
MSTRG.12037	1	0	0	0	0	0	0	0	0
MSTRG.12038	251	0	0	13	0	0	18	0	0
MSTRG.12039	399	0	0	247	0	0	105	0	0
MSTRG.1204	18	30	1024	8	28	1391	75	251	988
MSTRG.12040	1	0	0	14	0	0	1	0	0
MSTRG.12041	38	0	0	41	0	0	4	0	0
MSTRG.12042	153	0	0	168	0	0	226	0	0
MSTRG.12043	2770	0	0	630	0	0	1581	0	0
MSTRG.12044	1469	0	0	5443	0	0	1330	0	0
MSTRG.12045	1070	0	0	2045	0	0	903	0	0
MSTRG.12046	11864	0	0	17073	0	0	8389	0	0
MSTRG.12047	293	0	0	192	0	0	282	0	0
MSTRG.12048	2510	0	0	2783	0	0	1245	0	0
MSTRG.12049	4723	0	0	4251	0	0	3667	0	0
MSTRG.1205	87	1042	536	37	690	1333	37	1262	964
MSTRG.12050	8765	0	0	8593	0	0	5996	0	0
MSTRG.12051	19	0	0	26	0	0	24	0	0
MSTRG.12052	518	0	0	287	0	0	260	0	0
MSTRG.12053	4807	0	0	3788	0	0	5944	0	0
MSTRG.12054	55	0	0	133	0	0	138	0	0
MSTRG.12055	329	0	0	234	0	0	72	0	0
MSTRG.12058	1927	0	0	2213	0	0	1044	0	0
MSTRG.12059	8	0	0	14	0	0	14	0	0
MSTRG.1206	2150	211	735	1530	24	843	935	192	421
MSTRG.12060	102	0	0	116	0	0	99	0	0
MSTRG.12061	892	0	0	437	0	0	197	0	0
MSTRG.12062	77	0	0	69	0	0	137	0	0
MSTRG.12063	75	0	0	177	0	0	164	0	0
MSTRG.12064	630	0	0	772	0	0	552	0	0
MSTRG.12065	17	0	0	249	0	0	40	0	0
MSTRG.12066	19	0	0	61	0	0	2	0	0
MSTRG.12067	5198	0	0	5768	0	0	4481	0	0
MSTRG.12068	6002	0	0	5701	0	0	3452	0	0
MSTRG.12069	1157	0	0	773	0	0	902	0	0
MSTRG.1207	360	9	193	88	210	196	49	139	279
MSTRG.12070	42977	0	0	51259	0	0	21481	0	0
MSTRG.12071	6292	0	0	3915	0	0	596	0	0
MSTRG.12072	5622	0	0	4175	0	0	4238	0	0
MSTRG.12073	3551	0	0	3450	0	0	2134	0	0
MSTRG.12074	3724	0	0	2722	0	0	2181	0	0
MSTRG.12075	531	0	0	479	0	0	465	0	0
MSTRG.12076	244	0	0	229	0	0	130	0	0
MSTRG.12077	0	0	0	0	0	0	4	0	0
MSTRG.12078	75	0	0	137	0	0	25	0	0
MSTRG.12079	0	0	0	0	0	0	61	0	0
MSTRG.1208	1425	74	33	1027	108	65	1018	111	61
MSTRG.12080	8818	0	0	9350	0	0	3897	0	0
MSTRG.12081	12382	0	0	9262	0	0	8484	0	0
MSTRG.12082	1822	0	0	1497	0	0	118	0	0
MSTRG.12083	197	0	0	125	0	0	169	0	0
MSTRG.12084	8	0	0	62	0	0	7	0	0
MSTRG.12085	0	0	0	18	0	0	0	0	0
